decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_proba_yes,model_prob_chosen_side,kalshi_yes_bid_at_decision_t,kalshi_yes_ask_at_decision_t,executed_trade_action,num_contracts_sim,simulated_entry_price_cents,pnl_cents,actual_market_result,capital_after_trade
2025-05-20T18:17:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3192,0.6808,41.0,44.0,BUY_NO,13,59.0,533.0,no,732.13
2025-05-20T18:18:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1779,0.8221,40.0,48.0,BUY_NO,33,60.0,1320.0,no,745.33
2025-05-20T18:19:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1783,0.8217,46.0,50.0,BUY_NO,42,54.0,1932.0,no,764.65
2025-05-20T18:20:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1897,0.8103,47.0,51.0,BUY_NO,43,53.0,2021.0,no,784.86
2025-05-20T18:21:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1557,0.8443,44.0,48.0,BUY_NO,45,56.0,1980.0,no,804.66
2025-05-20T18:22:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.2299,,23.0,28.0,NO_TRADE,0,,,no,804.66
2025-05-20T18:23:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1213,,17.0,21.0,NO_TRADE,0,,,no,804.66
2025-05-20T18:24:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1463,0.8537,22.0,26.0,BUY_NO,17,78.0,374.0,no,808.4
2025-05-20T18:25:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1266,0.8734,23.0,25.0,BUY_NO,23,77.0,529.0,no,813.69
2025-05-20T18:26:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1574,0.8426,36.0,37.0,BUY_NO,35,64.0,1260.0,no,826.29
2025-05-20T18:27:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1524,0.8476,27.0,30.0,BUY_NO,24,73.0,648.0,no,832.77
2025-05-20T18:28:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1204,0.8796,18.0,22.0,BUY_NO,16,82.0,288.0,no,835.65
2025-05-20T18:29:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.096,,8.0,14.0,NO_TRADE,0,,,no,835.65
2025-05-20T18:30:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.0838,,7.0,12.0,NO_TRADE,0,,,no,835.65
2025-05-20T18:31:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.0577,,5.0,11.0,NO_TRADE,0,,,no,835.65
